Sentence,Sentiment,words per sentence,label,cleaned_sentences
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",positive,34,1,company say supply wcdma 3g hspa radio network include modular high capacity nokia flexi wcdma base station east java bali sumatra batam .
$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,positive,14,1,$ rsh look profitable quarter 3 year . long strong
$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,negative,14,-1,$ mflx pre mkt . look like gap fill lookin 4 short opt
Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,positive,18,1,finnish forest machinery manufacturer ponsse agree volvo start cooperation latin america .
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,40,1,4 february 2011 finnish broadband datum communication system provider teleste oyj hel tlt1v see net profit jump eur2 .1 m quarter 2010 eur995 000 period 2009 .
"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .",neutral,31,0,route helsinki finland tallinn estonia cargo volume increase 36 % cargo volume finland sweden fall 9 % .
"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",positive,10,1,irish said chasing standard chartered rbs brexit vote near
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",neutral,38,0,helsinki october 22 2008 ssh communications security corp board directors information contact tomi laamanen chairman tel . +358 0 400 609 544 distribution nasdaq omx helsinki ltd. .
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",positive,9,1,$ yoku high volume blast friday go high
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",neutral,31,0,kemira headquarter helsinki finland international chemical group comprise business area kemira pulp paper kemira water kemira specialty kemira coatings .
"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .",neutral,24,0,chic cheerful finnish design house marimekko send geometric textile world past 60 year .
"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",positive,17,1,recovery demand start end 2009 continue january march 2010 .
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,neutral,19,0,comparable operating profit decrease eur 13.8 mn eur 17.1 mn corresponding period 2005 .
"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province .",neutral,32,0,guangdong october 26 sinocast nokia telecommunications dongguan branch enter letter intent open nokia class qingyuan polytechnic qingyuan city guangdong province .
"The company can not give up palm oil altogether , however .",neutral,12,0,company not palm oil altogether .
"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",neutral,27,0,2007 group net sale stand eur 22 million 150 employee end june 2008 .
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,neutral,19,0,` ` marimekko operate industry change business climate reflect consumer demand .
U.S. Debt Lures Schroders as ECB Depresses Rates,neutral,8,0,u.s. debt lures schroders ecb depress rate
"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",neutral,31,0,outotec currently deliver new oil shale processing plant eesti energia estonia base enefit technology develop jointly eesti energia outotec .
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive,16,1,eps outlook increase 5.6 pct 2007 7.0 pct 2008 .
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,neutral,25,0,company 410 employee annual turnover eur65 .4 m. vaahto group list nordic exchange helsinki .
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",positive,18,1,$ dpz break bull flag channel new high volume poor
"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE",negative,24,-1,$ amzn reject 604 penny . weak open go r g 30 min 8 10 point .
This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,positive,15,1,$ bbby stock option trade double money @thestreet
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative,18,-1,pretax loss total eur 1.2 mn profit eur 2.1 mn 2004 .
#Tesla Model S deliveries are up 35% in Germany - record deliveries in March [Chart] https://t.co/yCnClcBImV  $TSLA,positive,17,1,tesla model s delivery 35 % germany record delivery march chart $ tsla
Operating profit of the Asian plants grew markedly .,positive,9,1,operate profit asian plant grow markedly .
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",negative,15,-1,"prosecutor demand outokumpu pay fine eur 800,000 ."
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",negative,17,-1,"konecranes previously communicate estimate reduction 1,600 employee group level 2009 ."
The Oulu plant employs approximately 120 people .,neutral,8,0,oulu plant employ approximately 120 people .
at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,neutral,20,0,9:00 eet alma media annual report 2009 schedule publish calendar week 9 .
"SCOPI Chief Business Excellence Officer , Eng .",neutral,8,0,scopi chief business excellence officer eng .
"The share capital of Basware Corporation is 11,720,829 .",neutral,9,0,"share capital basware corporation 11,720,829 ."
New Morrisons duo get former boss's support to diffuse investor tension,positive,11,1,new morrisons duo boss support diffuse investor tension
The order also includes start-up and commissioning services .,neutral,9,0,order include start commission service .
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",positive,27,1,` ` upm delivery increase quarter 4 percent efficiency operation improve chief executive jussi pesonen say .
Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,positive,13,1,outokumpu chief executive juha rantanen express confidence china market .
Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,neutral,16,0,mr k.r. vasantha appoint managing director incap contract manufacturing services pvt . ltd. .
"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",neutral,20,0,company charge natural gas storage activity france great britain germany .
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,neutral,18,0,solution extension exist online mediation solution deliver early comptel ibm .
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",neutral,25,0,u.s. federal government put stake ground vendor customer focus meet deadline .
"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",positive,25,1,finnish construction company yit corporation plan build 200 high quality holiday home near tahko ski spa resort finland .
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",neutral,19,0,operate profit total eur 6.7 mn eur 7.2 mn corresponding period 2005 .
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,positive,21,1,order award outokumpu technology shalkiya zinc kazakhstan shalkiya zinc lead project kazakhstan .
"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",neutral,28,0,june sell 30 percent stake nordstjernan investment group take option acquire eqt remain shares .
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",positive,25,1,"tiimari latvian representative ineta zaharova say company earn lvl 122,000 2005 profit 20 time 2004 ."
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",negative,23,-1,operate profit fall eur 35.4 mn eur 68.8 mn 2007 include vessel sale gain eur 12.3 mn .
